Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si,mineral
0,0,0,222,0,7,0,0,4,2,Fe3O4std15
0,2,0,243,2,4,0,0,3,1,Fe3O4std15
1,0,0,227,0,6,0,0,0,0,Fe3O4std15
0,2,0,205,0,7,0,0,7,1,Fe3O4std15
0,0,0,210,0,3,2,0,4,1,Fe3O4std15
0,2,0,236,0,8,0,0,5,0,Fe3O4std15
0,3,0,213,0,6,3,0,4,2,Fe3O4std15
0,2,0,234,0,4,0,0,0,0,Fe3O4std15
0,0,0,218,0,7,3,0,0,0,Fe3O4std15
0,0,0,212,0,4,0,0,3,3,Fe3O4std15
0,0,2,225,0,8,0,0,4,0,Fe3O4std15
0,0,0,218,0,2,0,0,4,0,Fe3O4std15
0,0,0,203,0,6,0,0,5,0,Fe3O4std15
0,0,0,221,0,7,0,0,4,0,Fe3O4std15
0,0,0,192,0,4,0,0,4,0,Fe3O4std15
0,2,0,196,0,9,2,0,3,1,Fe3O4std15
0,4,0,208,0,4,2,0,2,0,Fe3O4std15
0,0,0,231,0,7,0,0,4,3,Fe3O4std15
0,2,0,228,0,5,0,0,7,1,Fe3O4std15
0,0,0,229,2,3,2,0,0,1,Fe3O4std15
0,3,0,217,0,5,0,0,0,0,Fe3O4std15
0,0,0,218,0,6,0,0,5,0,Fe3O4std15
2,2,2,217,0,4,0,0,7,0,Fe3O4std15
0,0,0,226,0,7,2,0,0,1,Fe3O4std15
0,0,0,242,0,3,3,0,0,0,Fe3O4std15
0,3,0,221,0,4,0,0,3,0,Fe3O4std15
0,0,0,237,0,3,3,0,3,0,Fe3O4std15
0,0,0,200,0,8,0,0,3,0,Fe3O4std15
0,0,0,227,0,5,2,0,2,0,Fe3O4std15
0,0,0,237,0,6,0,0,7,0,Fe3O4std15
0,0,0,237,0,6,3,0,4,1,Fe3O4std15
0,3,0,204,0,8,0,0,6,0,Fe3O4std15
0,2,0,211,0,4,3,0,0,0,Fe3O4std15
0,0,0,228,0,5,0,0,0,1,Fe3O4std15
0,0,0,231,0,7,0,0,6,0,Fe3O4std15
1,0,0,208,2,4,4,0,2,1,Fe3O4std15
0,2,0,216,0,6,2,0,6,0,Fe3O4std15
0,0,0,235,3,4,0,0,5,0,Fe3O4std15
0,0,0,230,0,7,0,0,4,1,Fe3O4std15
0,0,0,220,0,8,0,0,3,0,Fe3O4std15
0,4,0,207,2,4,0,0,2,1,Fe3O4std15
0,0,0,231,0,6,3,0,5,0,Fe3O4std15
0,2,0,246,0,5,0,0,6,1,Fe3O4std15
0,0,0,211,0,10,0,0,0,0,Fe3O4std15
0,2,2,202,0,4,0,0,3,0,Fe3O4std15
0,0,0,229,0,6,0,0,3,0,Fe3O4std15
0,0,0,256,2,6,0,0,2,0,Fe3O4std15
0,0,0,228,0,9,2,0,2,0,Fe3O4std15
0,0,2,208,0,4,0,0,9,0,Fe3O4std15
0,2,2,215,0,5,0,0,0,0,Fe3O4std15
1,0,0,235,0,5,0,0,7,0,Fe3O4std15
0,6,0,232,0,5,2,0,4,0,Fe3O4std15
0,0,0,229,0,6,0,0,7,0,Fe3O4std15
0,0,0,237,0,5,2,0,2,1,Fe3O4std15
0,2,0,225,0,6,0,0,0,0,Fe3O4std15
0,2,0,241,0,8,0,0,5,0,Fe3O4std15
0,0,0,205,0,6,4,0,4,0,Fe3O4std15
0,0,4,222,0,5,0,0,3,2,Fe3O4std15
0,0,0,228,2,2,0,0,4,0,Fe3O4std15
0,0,0,218,0,8,2,0,3,0,Fe3O4std15
0,0,0,216,0,8,0,0,5,3,Fe3O4std15
0,3,0,226,0,6,0,0,7,0,Fe3O4std15
1,0,0,211,0,5,0,0,0,1,Fe3O4std15
0,0,0,216,0,5,0,0,0,0,Fe3O4std15
0,0,2,211,0,5,0,0,5,0,Fe3O4std15
0,0,2,243,0,5,0,0,5,1,Fe3O4std15
0,0,0,207,0,4,0,0,3,1,Fe3O4std15
0,0,0,210,0,7,4,0,2,0,Fe3O4std15
0,2,0,218,0,4,2,0,5,0,Fe3O4std15
0,2,0,228,0,8,2,0,5,0,Fe3O4std15
0,0,0,207,0,4,0,0,2,0,Fe3O4std15
0,0,0,222,0,4,0,0,7,0,Fe3O4std15
0,2,0,224,2,4,4,0,2,1,Fe3O4std15
0,3,2,214,0,3,2,0,4,0,Fe3O4std15
0,0,0,205,0,5,0,0,2,0,Fe3O4std15
0,0,0,228,0,5,3,0,6,0,Fe3O4std15
0,0,0,198,0,3,0,0,3,1,Fe3O4std15
0,3,0,217,0,6,2,0,3,0,Fe3O4std15
0,3,0,213,0,8,0,0,6,0,Fe3O4std15
0,0,0,230,0,9,2,0,3,1,Fe3O4std15
0,2,0,232,0,3,0,0,4,1,Fe3O4std15
0,0,0,234,0,4,0,0,0,1,Fe3O4std15
0,3,0,205,0,11,0,0,2,0,Fe3O4std15
0,2,2,231,0,5,4,0,2,0,Fe3O4std15
0,0,0,207,0,5,2,0,7,0,Fe3O4std15
0,0,0,248,0,4,3,0,5,0,Fe3O4std15
0,2,0,209,0,5,0,0,4,0,Fe3O4std15
0,0,0,208,0,4,0,0,2,3,Fe3O4std15
0,2,2,213,0,5,0,0,3,1,Fe3O4std15
0,0,2,203,0,6,0,0,2,1,Fe3O4std15
0,0,0,210,0,7,2,0,4,0,Fe3O4std15
0,0,0,209,0,5,2,0,4,0,Fe3O4std15
0,2,0,196,0,8,0,0,3,1,Fe3O4std15
0,0,2,199,0,2,0,0,0,3,Fe3O4std15
0,0,0,254,0,7,0,0,6,2,Fe3O4std15
0,2,0,221,0,4,0,0,3,1,Fe3O4std15
0,0,0,183,0,4,2,0,7,0,Fe3O4std15
0,0,0,224,0,3,0,0,4,1,Fe3O4std15
0,0,2,211,2,8,0,0,4,0,Fe3O4std15
0,0,0,225,0,7,3,0,3,0,Fe3O4std15
0,2,0,203,0,8,3,0,3,0,Fe3O4std15
0,0,0,186,2,4,3,0,0,1,Fe3O4std15
1,0,0,218,0,6,2,0,2,0,Fe3O4std15
0,0,2,221,0,6,0,0,7,0,Fe3O4std15
0,0,0,216,0,6,2,0,0,1,Fe3O4std15
0,2,0,233,0,5,3,0,5,0,Fe3O4std15
0,0,0,225,0,4,0,0,5,1,Fe3O4std15
0,0,0,233,2,7,3,0,3,0,Fe3O4std15
0,0,2,211,0,10,0,0,5,0,Fe3O4std15
0,0,0,226,0,4,0,0,5,2,Fe3O4std15
0,2,0,205,0,6,5,0,2,1,Fe3O4std15
0,2,0,243,0,6,0,0,2,0,Fe3O4std15
0,0,0,216,0,7,0,0,4,0,Fe3O4std15
0,0,0,213,0,5,0,0,3,0,Fe3O4std15
0,0,0,188,0,4,5,0,3,1,Fe3O4std15
0,3,0,199,0,3,0,0,4,0,Fe3O4std15
0,4,0,197,0,2,0,0,2,0,Fe3O4std15
0,0,0,236,0,3,0,0,3,0,Fe3O4std15
0,0,0,229,0,4,3,0,5,0,Fe3O4std15
0,0,0,209,2,7,0,0,5,0,Fe3O4std15
0,0,0,220,2,5,0,0,2,0,Fe3O4std15
0,0,0,198,0,5,5,0,3,0,Fe3O4std15
0,2,0,215,0,7,0,0,4,0,Fe3O4std15
0,0,2,208,0,10,2,0,6,0,Fe3O4std15
0,2,3,225,0,3,0,0,3,0,Fe3O4std15
0,2,0,232,0,4,2,0,2,0,Fe3O4std15
1,0,0,214,0,7,0,0,2,0,Fe3O4std15
0,3,3,232,0,6,0,0,5,1,Fe3O4std15
0,0,0,231,0,4,2,0,3,1,Fe3O4std15
0,0,0,215,0,5,2,0,6,0,Fe3O4std15
0,0,0,211,0,6,0,0,4,1,Fe3O4std15
0,2,0,221,0,5,0,0,10,0,Fe3O4std15
0,0,0,237,0,5,5,0,3,0,Fe3O4std15
0,2,0,231,0,7,0,0,6,0,Fe3O4std15
0,0,0,219,0,8,2,0,2,0,Fe3O4std15
0,2,0,225,0,7,0,0,3,0,Fe3O4std15
0,0,0,203,2,4,0,0,2,1,Fe3O4std15
0,2,0,217,0,6,0,0,0,2,Fe3O4std15
0,0,0,199,0,6,0,0,2,2,Fe3O4std15
0,0,0,242,0,8,0,0,0,1,Fe3O4std15
0,0,2,219,0,5,0,0,8,0,Fe3O4std15
0,0,0,228,0,4,0,0,0,2,Fe3O4std15
0,2,2,216,0,7,0,0,4,0,Fe3O4std15
1,2,0,239,0,8,0,0,8,0,Fe3O4std15
0,0,0,225,0,6,2,0,0,0,Fe3O4std15
0,2,3,209,0,5,2,0,3,0,Fe3O4std15
0,2,0,220,0,3,3,0,4,0,Fe3O4std15
1,2,0,227,0,4,3,0,2,0,Fe3O4std15
0,0,0,206,0,9,2,0,2,0,Fe3O4std15
0,0,2,224,0,3,3,0,2,0,Fe3O4std15
0,0,0,231,0,7,2,0,5,0,Fe3O4std15
0,0,5,230,0,9,0,0,3,1,Fe3O4std15
0,2,0,208,0,3,0,0,2,1,Fe3O4std15
0,0,0,217,0,11,0,0,5,0,Fe3O4std15
0,0,0,213,0,9,0,0,3,1,Fe3O4std15
0,0,0,214,0,6,0,0,3,0,Fe3O4std15
0,0,0,220,0,4,3,0,3,0,Fe3O4std15
0,2,0,204,0,4,2,0,6,2,Fe3O4std15
1,0,2,235,2,4,0,0,0,3,Fe3O4std15
0,3,0,227,0,4,0,0,4,0,Fe3O4std15
0,3,0,225,0,8,2,0,0,0,Fe3O4std15
0,2,0,218,0,5,0,0,0,0,Fe3O4std15
0,0,0,237,0,3,0,0,6,0,Fe3O4std15
1,0,0,227,0,4,2,0,2,0,Fe3O4std15
0,0,0,229,0,8,0,0,0,1,Fe3O4std15
0,3,0,227,2,8,3,0,2,0,Fe3O4std15
0,2,0,221,0,5,0,0,4,3,Fe3O4std15
0,0,3,210,0,6,3,0,2,0,Fe3O4std15
0,0,2,232,0,11,2,0,4,1,Fe3O4std15
0,2,0,221,0,3,3,0,6,0,Fe3O4std15
0,0,0,226,0,3,2,0,3,1,Fe3O4std15
0,0,0,224,2,4,0,0,5,2,Fe3O4std15
0,0,2,217,0,7,2,0,2,1,Fe3O4std15
0,0,0,226,0,5,0,0,3,0,Fe3O4std15
0,0,0,236,0,6,0,0,7,2,Fe3O4std15
0,0,0,247,0,5,0,0,9,0,Fe3O4std15
0,2,0,221,0,0,2,0,4,2,Fe3O4std15
0,0,0,214,0,0,2,0,0,1,Fe3O4std15
0,0,0,222,0,7,0,0,2,0,Fe3O4std15
0,0,0,245,0,7,2,0,5,0,Fe3O4std15
0,0,0,205,0,4,0,0,5,0,Fe3O4std15
0,0,0,216,0,4,0,0,5,0,Fe3O4std15
0,2,0,230,0,4,0,0,3,1,Fe3O4std15
0,0,0,222,0,4,0,0,0,0,Fe3O4std15
0,0,0,234,0,8,2,0,5,2,Fe3O4std15
0,0,3,228,0,4,3,0,2,1,Fe3O4std15
0,0,2,224,0,5,3,0,0,1,Fe3O4std15
1,0,0,216,0,13,0,0,2,1,Fe3O4std15
0,0,0,218,0,6,0,0,2,1,Fe3O4std15
0,0,0,206,0,3,2,0,5,0,Fe3O4std15
0,2,0,231,2,9,0,0,4,1,Fe3O4std15
0,0,0,217,0,4,3,0,3,1,Fe3O4std15
0,0,0,215,0,3,0,0,3,0,Fe3O4std15
0,0,2,248,0,10,0,0,5,0,Fe3O4std15
0,0,2,211,0,6,4,0,4,0,Fe3O4std15
0,0,0,227,0,6,0,0,0,0,Fe3O4std15
0,0,0,209,0,8,4,0,4,1,Fe3O4std15
0,0,0,221,0,6,2,0,2,0,Fe3O4std15
0,0,0,200,0,4,2,0,2,3,Fe3O4std15
0,2,0,234,0,8,2,0,4,0,Fe3O4std15
0,0,0,235,0,6,0,0,5,0,Fe3O4std15
0,0,0,216,3,0,0,0,0,0,Fe3O4std15
0,0,0,231,0,2,3,0,4,3,Fe3O4std15
0,0,0,227,0,2,0,0,3,1,Fe3O4std15
0,0,0,226,0,8,2,0,5,0,Fe3O4std15
0,0,2,223,0,5,0,0,9,0,Fe3O4std15
0,0,2,220,0,4,3,0,0,0,Fe3O4std15
0,0,0,191,0,4,2,0,5,1,Fe3O4std15
0,0,0,221,0,2,2,0,2,3,Fe3O4std15
0,0,0,215,2,4,0,0,4,1,Fe3O4std15
0,0,0,233,0,9,2,0,2,0,Fe3O4std15
0,3,0,217,0,8,0,0,5,0,Fe3O4std15
0,0,0,211,0,6,3,0,2,0,Fe3O4std15
1,3,0,218,0,7,2,0,6,0,Fe3O4std15
0,0,0,204,2,0,0,0,0,1,Fe3O4std15
0,0,0,217,0,5,0,0,5,2,Fe3O4std15
0,0,0,245,0,5,0,0,4,0,Fe3O4std15
0,0,0,201,0,3,2,0,2,0,Fe3O4std15
0,290,3,0,0,10,0,0,5,0,Nistd9
0,320,0,4,0,9,0,0,3,0,Nistd9
1,324,0,0,0,6,4,0,6,0,Nistd9
0,292,2,0,0,13,3,0,5,2,Nistd9
0,303,2,0,0,7,2,0,6,3,Nistd9
0,297,0,3,2,5,2,0,5,0,Nistd9
0,315,2,0,0,6,0,0,3,0,Nistd9
2,295,0,0,0,11,4,0,7,1,Nistd9
0,322,2,2,2,6,0,0,6,2,Nistd9
0,311,4,4,0,5,4,0,3,2,Nistd9
1,323,0,0,0,3,2,0,3,2,Nistd9
0,321,2,2,0,9,0,0,0,0,Nistd9
1,311,0,0,0,8,2,0,2,1,Nistd9
0,321,0,0,0,9,0,0,5,3,Nistd9
0,294,0,0,0,9,0,0,9,0,Nistd9
0,277,0,0,2,11,0,0,5,1,Nistd9
0,293,0,2,0,3,3,0,5,0,Nistd9
0,323,0,0,0,4,2,0,4,0,Nistd9
0,304,2,2,0,6,0,0,6,0,Nistd9
0,337,0,0,2,8,0,0,6,2,Nistd9
0,337,0,0,0,3,3,0,8,0,Nistd9
0,286,2,2,0,9,2,0,3,0,Nistd9
0,303,2,0,2,4,3,0,0,3,Nistd9
0,344,0,0,2,6,3,0,3,0,Nistd9
0,305,0,0,4,4,2,0,5,0,Nistd9
0,309,0,0,0,13,2,0,4,0,Nistd9
0,325,0,2,0,10,3,0,2,0,Nistd9
0,296,0,3,0,3,4,0,9,0,Nistd9
0,319,0,2,0,7,2,0,5,2,Nistd9
0,308,0,0,0,12,0,0,6,0,Nistd9
0,314,0,0,0,9,0,0,3,0,Nistd9
0,290,0,5,0,4,2,0,4,0,Nistd9
1,300,0,4,0,8,0,0,0,0,Nistd9
0,302,0,0,0,10,0,0,6,1,Nistd9
0,308,0,3,0,11,0,0,5,1,Nistd9
0,303,0,3,0,7,0,0,9,2,Nistd9
0,311,0,2,0,7,0,0,6,3,Nistd9
0,304,0,2,2,5,0,0,5,2,Nistd9
1,291,0,3,0,7,0,0,3,0,Nistd9
0,314,0,0,0,12,2,0,5,2,Nistd9
0,330,0,3,0,8,3,0,7,0,Nistd9
0,312,0,2,0,10,6,0,0,4,Nistd9
1,319,0,0,2,7,0,0,6,1,Nistd9
1,314,0,0,0,6,0,0,4,2,Nistd9
0,315,0,2,0,3,5,0,8,0,Nistd9
0,309,0,0,0,5,2,0,6,0,Nistd9
0,334,0,2,0,10,0,0,5,2,Nistd9
0,301,0,0,0,3,2,0,2,2,Nistd9
0,297,0,0,0,6,2,0,7,0,Nistd9
0,296,0,0,0,12,0,0,4,0,Nistd9
0,321,0,3,0,11,0,0,4,0,Nistd9
0,303,2,0,0,6,2,0,11,3,Nistd9
0,328,2,0,2,5,0,0,7,0,Nistd9
0,288,0,0,0,9,4,0,6,0,Nistd9
0,316,2,0,0,6,2,0,10,1,Nistd9
0,334,2,0,3,6,3,0,8,0,Nistd9
1,311,2,0,0,10,0,0,6,2,Nistd9
2,300,0,2,0,7,2,0,4,0,Nistd9
0,316,0,2,0,10,2,0,3,0,Nistd9
0,317,2,0,0,3,3,0,8,1,Nistd9
0,307,0,0,0,6,0,0,5,1,Nistd9
0,289,0,0,0,10,0,0,4,2,Nistd9
0,329,0,0,0,6,2,0,4,2,Nistd9
0,340,0,0,0,7,4,0,5,2,Nistd9
0,315,2,2,0,11,0,0,4,3,Nistd9
0,319,0,2,0,5,2,0,5,1,Nistd9
0,311,0,2,0,12,0,2,4,0,Nistd9
0,311,0,0,0,10,0,0,5,0,Nistd9
0,316,0,0,0,5,3,0,7,0,Nistd9
0,304,0,0,0,7,2,0,0,3,Nistd9
0,314,2,0,0,6,0,0,2,2,Nistd9
0,287,0,2,0,8,2,0,6,2,Nistd9
0,308,0,0,0,2,0,0,6,1,Nistd9
0,332,0,0,0,10,6,0,5,3,Nistd9
0,328,0,0,0,7,2,0,4,0,Nistd9
0,348,0,0,2,3,0,0,3,0,Nistd9
2,278,0,0,0,12,3,0,8,0,Nistd9
0,306,0,0,0,10,2,0,4,1,Nistd9
0,295,0,0,3,3,2,0,6,0,Nistd9
0,325,0,0,2,5,0,0,7,1,Nistd9
0,311,0,0,0,8,3,0,8,1,Nistd9
0,322,0,2,0,7,0,0,7,2,Nistd9
0,303,0,3,2,12,0,0,5,0,Nistd9
0,341,0,0,0,14,2,0,4,0,Nistd9
0,326,0,0,2,6,3,0,2,1,Nistd9
0,280,0,2,0,12,3,0,6,0,Nistd9
0,302,0,2,0,3,0,0,4,2,Nistd9
0,296,0,0,0,0,0,0,7,2,Nistd9
0,308,0,0,0,5,0,0,5,2,Nistd9
0,291,0,3,2,4,2,0,4,1,Nistd9
0,312,0,2,0,8,0,0,5,1,Nistd9
1,317,2,0,0,9,4,0,6,3,Nistd9
0,321,0,0,0,9,2,0,4,0,Nistd9
0,303,0,2,0,6,0,0,2,0,Nistd9
2,317,0,0,0,13,2,0,3,1,Nistd9
0,335,3,0,0,7,2,0,6,3,Nistd9
0,290,0,0,0,6,0,0,3,1,Nistd9
0,285,0,0,0,8,2,0,6,1,Nistd9
0,333,0,3,0,12,3,0,5,0,Nistd9
0,300,0,2,0,3,0,0,0,1,Nistd9
0,298,0,2,0,3,0,0,4,2,Nistd9
0,310,0,0,0,6,0,0,8,0,Nistd9
0,324,0,0,0,10,0,0,2,0,Nistd9
2,275,0,0,0,3,0,0,4,2,Nistd9
0,304,0,2,0,10,2,0,8,1,Nistd9
1,292,0,0,0,10,2,0,0,0,Nistd9
0,330,0,0,0,4,0,0,5,1,Nistd9
0,332,2,2,0,13,0,0,5,1,Nistd9
0,319,0,0,2,9,0,0,5,1,Nistd9
1,321,0,2,0,10,0,0,6,0,Nistd9
1,302,0,0,0,6,3,0,8,0,Nistd9
0,323,0,2,0,6,3,0,3,1,Nistd9
0,301,0,0,2,6,0,0,6,0,Nistd9
0,265,2,3,0,7,2,0,2,0,Nistd9
0,283,0,0,0,8,0,0,3,0,Nistd9
0,319,0,0,2,6,4,0,4,0,Nistd9
0,286,0,0,0,9,0,0,6,0,Nistd9
0,316,0,2,0,7,4,0,3,0,Nistd9
0,306,0,0,0,11,2,0,4,1,Nistd9
0,324,0,0,0,5,0,0,5,2,Nistd9
1,328,0,3,2,4,0,0,2,0,Nistd9
0,304,0,0,3,5,0,0,3,3,Nistd9
0,310,0,2,2,9,3,0,4,3,Nistd9
0,313,0,2,3,5,6,0,3,1,Nistd9
0,298,0,3,2,6,2,0,8,1,Nistd9
0,287,0,2,0,11,0,0,6,2,Nistd9
2,303,0,2,0,13,4,0,2,0,Nistd9
0,315,0,0,0,6,0,0,3,2,Nistd9
0,302,0,0,0,8,0,0,6,1,Nistd9
1,293,0,0,0,11,2,0,7,0,Nistd9
0,322,3,0,0,10,3,0,2,3,Nistd9
0,291,0,0,3,6,0,0,0,1,Nistd9
0,311,0,0,0,12,4,0,9,0,Nistd9
0,323,0,0,0,4,2,0,3,2,Nistd9
0,369,0,0,2,9,2,0,8,2,Nistd9
0,278,2,3,0,5,2,0,0,1,Nistd9
0,327,0,0,0,13,4,0,8,4,Nistd9
0,312,0,2,2,6,2,0,6,3,Nistd9
0,320,0,3,0,7,2,0,2,0,Nistd9
0,309,0,0,2,6,2,0,5,3,Nistd9
1,301,0,0,0,3,0,0,2,2,Nistd9
0,315,0,0,0,10,0,0,10,0,Nistd9
0,320,0,0,0,5,2,0,3,0,Nistd9
0,302,0,3,0,2,0,0,0,3,Nistd9
0,291,0,2,0,13,0,0,6,3,Nistd9
0,327,3,0,0,9,0,0,3,0,Nistd9
1,314,0,0,0,7,0,2,4,1,Nistd9
1,288,0,2,0,6,0,0,5,0,Nistd9
0,308,0,0,2,6,0,0,4,4,Nistd9
0,299,0,2,0,8,2,0,4,1,Nistd9
1,308,2,0,0,7,2,0,3,0,Nistd9
0,326,2,0,0,10,4,0,4,0,Nistd9
0,336,0,0,2,9,0,0,10,0,Nistd9
0,301,0,0,0,6,3,0,5,1,Nistd9
0,332,0,0,0,7,2,0,9,1,Nistd9
0,313,0,0,0,6,3,0,0,2,Nistd9
0,320,2,0,3,10,0,0,4,2,Nistd9
0,304,0,0,0,9,2,0,5,2,Nistd9
1,308,0,0,0,7,4,0,6,2,Nistd9
0,302,0,2,0,6,3,0,2,0,Nistd9
0,298,0,0,2,3,0,0,2,1,Nistd9
0,310,0,0,0,11,0,0,3,0,Nistd9
0,332,0,4,0,8,2,0,7,0,Nistd9
0,307,0,0,0,9,2,0,3,1,Nistd9
1,301,2,2,0,9,2,2,5,1,Nistd9
0,295,2,2,0,10,0,0,3,1,Nistd9
1,308,0,0,0,10,0,0,3,0,Nistd9
2,318,2,0,0,10,2,0,2,1,Nistd9
0,314,2,2,0,7,0,0,4,0,Nistd9
0,295,0,5,0,6,0,0,6,2,Nistd9
0,333,2,0,2,8,2,0,4,1,Nistd9
0,287,0,4,0,7,0,0,4,3,Nistd9
1,341,0,2,0,8,3,0,4,0,Nistd9
0,316,0,0,0,5,3,0,4,1,Nistd9
2,296,0,0,0,11,0,0,7,0,Nistd9
0,321,0,0,0,12,0,0,3,0,Nistd9
0,299,2,0,0,10,3,0,4,1,Nistd9
0,302,0,0,0,12,0,0,2,1,Nistd9
0,307,2,0,0,4,0,0,3,2,Nistd9
0,306,0,0,0,7,2,0,7,1,Nistd9
2,324,0,0,0,6,3,0,8,0,Nistd9
0,319,0,0,0,6,4,0,8,1,Nistd9
0,335,0,2,0,7,2,0,5,3,Nistd9
0,298,0,0,0,12,0,0,3,7,Nistd9
0,324,0,0,0,5,2,0,10,0,Nistd9
0,301,0,2,0,9,0,0,3,2,Nistd9
0,320,0,0,0,12,0,0,5,1,Nistd9
0,295,0,0,0,10,0,0,3,0,Nistd9
4,315,2,2,0,4,3,0,8,0,Nistd9
0,278,0,0,0,8,0,0,7,1,Nistd9
0,301,3,0,0,4,4,0,5,0,Nistd9
0,294,0,0,2,7,0,0,2,0,Nistd9
1,331,6,0,2,6,0,0,5,2,Nistd9
0,339,0,3,0,5,3,0,5,0,Nistd9
0,292,2,0,0,7,2,0,4,2,Nistd9
0,305,0,0,0,5,0,0,6,1,Nistd9
0,333,0,2,2,8,3,0,4,5,Nistd9
0,297,0,2,2,15,0,0,7,0,Nistd9
0,307,0,3,0,6,0,0,5,1,Nistd9
0,347,0,3,0,7,4,0,6,1,Nistd9
0,304,0,2,0,6,0,0,4,2,Nistd9
0,300,0,2,0,9,2,0,4,3,Nistd9
0,315,0,0,0,3,2,0,8,4,Nistd9
0,325,0,3,0,5,3,0,3,2,Nistd9
0,326,0,3,0,7,0,0,14,1,Nistd9
0,323,0,2,0,6,0,0,5,3,Nistd9
0,325,0,3,0,8,2,0,4,0,Nistd9
0,302,0,0,0,10,0,0,4,1,Nistd9
0,299,3,0,0,9,3,0,3,1,Nistd9
0,326,0,2,0,11,2,0,4,0,Nistd9
1,323,0,0,0,4,0,0,3,0,Nistd9
0,296,0,0,0,7,2,0,4,0,Nistd9
0,309,0,0,0,7,0,0,3,2,Nistd9
0,307,0,0,0,11,0,0,4,0,Nistd9
0,308,0,0,0,10,0,0,12,0,Nistd9
0,322,2,2,0,8,0,0,3,4,Nistd9
0,288,2,2,0,8,0,0,3,4,Nistd9
0,312,2,0,0,11,3,0,3,2,Nistd9
0,317,2,0,0,8,2,0,5,0,Nistd9
1,324,2,0,2,4,3,0,4,1,Nistd9
0,310,0,2,0,9,0,0,3,0,Nistd9
0,337,2,0,0,12,0,0,2,2,Nistd9
0,345,0,0,0,5,2,0,8,1,Nistd9
0,324,0,2,0,6,2,0,3,0,Nistd9
0,303,0,0,0,9,2,0,5,3,Nistd9
0,299,0,0,2,13,2,0,2,0,Nistd9
0,296,0,3,0,10,0,0,5,0,Nistd9
0,331,0,0,0,6,0,0,8,1,Nistd9
0,305,0,0,0,10,0,0,8,1,Nistd9
0,303,2,0,0,8,3,0,7,0,Nistd9
0,313,0,0,0,12,2,0,3,0,Nistd9
0,319,0,2,0,15,0,0,5,1,Nistd9
1,296,0,0,0,10,0,0,5,0,Nistd9
0,321,0,3,0,11,3,0,2,0,Nistd9
0,294,0,0,0,7,0,0,0,1,Nistd9
0,311,2,0,0,8,2,0,5,2,Nistd9
0,295,0,3,0,6,0,0,6,0,Nistd9
0,327,0,0,0,5,0,0,3,2,Nistd9
0,281,0,2,0,9,2,0,7,1,Nistd9
5,310,0,0,0,11,0,0,2,4,Nistd9
2,308,2,0,0,4,2,0,4,0,Nistd9
0,295,0,2,0,15,0,0,6,1,Nistd9
1,302,2,0,0,10,3,0,5,1,Nistd9
2,287,0,0,0,8,0,0,2,0,Nistd9
0,332,0,0,0,7,0,0,9,1,Nistd9
0,300,0,2,0,6,3,0,5,0,Nistd9
0,306,0,0,0,11,2,0,3,0,Nistd9
1,302,0,0,2,7,0,0,5,0,Nistd9
0,313,0,2,0,10,0,0,4,3,Nistd9
1,314,0,0,0,9,2,0,3,1,Nistd9
0,301,0,0,0,5,0,0,2,1,Nistd9
0,282,0,0,4,8,3,0,7,0,Nistd9
0,301,0,0,0,8,0,0,2,1,Nistd9
0,327,0,0,0,9,0,0,0,5,Nistd9
0,299,0,0,2,7,3,0,3,4,Nistd9
0,298,0,0,0,3,4,0,3,0,Nistd9
0,326,0,0,0,6,0,0,6,2,Nistd9
0,332,0,0,0,10,0,0,6,2,Nistd9
0,293,2,0,0,10,0,0,3,0,Nistd9
0,283,2,0,0,7,0,0,4,0,Nistd9
0,319,0,0,0,10,4,0,3,3,Nistd9
0,321,0,3,0,10,0,0,0,2,Nistd9
0,293,0,2,0,9,0,0,5,0,Nistd9
0,325,0,3,0,10,0,0,6,0,Nistd9
0,293,0,0,0,10,3,0,5,1,Nistd9
0,296,0,0,0,6,0,0,7,1,Nistd9
0,316,0,2,2,5,3,0,0,0,Nistd9
0,300,0,3,0,6,0,0,4,2,Nistd9
0,303,0,0,0,9,0,0,2,0,Nistd9
0,330,0,0,4,8,3,0,3,2,Nistd9
0,327,0,2,2,11,0,0,0,0,Nistd9
0,307,0,0,0,3,2,0,7,1,Nistd9
1,278,0,0,0,12,3,0,5,1,Nistd9
0,295,0,2,3,13,3,0,0,0,Nistd9
0,331,0,0,0,9,0,0,5,0,Nistd9
0,325,0,0,0,6,0,0,3,1,Nistd9
1,295,0,3,0,9,0,0,5,0,Nistd9
0,298,2,0,4,7,0,0,2,2,Nistd9
1,331,0,3,0,10,2,0,4,3,Nistd9
0,315,2,2,0,6,5,0,3,3,Nistd9
0,304,0,0,0,9,0,0,6,3,Nistd9
2,312,2,2,3,5,4,0,5,2,Nistd9
2,317,0,2,0,6,2,0,7,4,Nistd9
0,287,0,4,0,11,2,0,5,1,Nistd9
0,325,0,0,0,12,0,0,7,2,Nistd9
0,297,0,3,0,7,0,0,4,1,Nistd9
0,326,0,3,0,8,3,0,5,0,Nistd9
1,318,2,2,0,5,0,0,2,0,Nistd9
0,314,0,0,0,11,3,0,5,2,Nistd9
0,321,2,0,0,9,2,0,11,0,Nistd9
0,342,0,0,0,6,0,0,5,0,Nistd9
0,310,0,0,0,4,2,0,7,2,Nistd9
0,310,0,0,0,10,2,0,7,0,Nistd9
