Ca,Fe,Mg,Ni,S,Si,Ti,mineral
0,34,180,0,0,155,2,Olivine
0,381,137,0,0,168,3,Olivine
0,306,160,2,0,168,4,Olivine
0,94,129,0,0,180,0,Olivine
1,0,134,1,0,189,3,Olivine
0,8,122,0,0,148,1,Olivine
0,117,139,0,0,177,2,Olivine
0,60,137,0,0,179,3,Olivine
0,188,139,1,0,190,0,Olivine
0,135,154,0,0,174,5,Olivine
0,0,178,0,0,167,3,Olivine
0,0,115,3,0,158,3,Olivine
0,76,114,0,0,134,6,Olivine
0,0,123,0,0,151,6,Olivine
0,75,114,0,0,173,0,Olivine
0,200,125,0,0,148,2,Olivine
0,133,134,1,0,153,4,Olivine
0,120,102,0,0,152,4,Olivine
1,187,125,0,0,172,1,Olivine
0,98,120,0,0,185,2,Olivine
1,26,123,0,0,144,1,Olivine
0,173,268,0,0,197,2,Olivine
1,200,273,1,0,173,3,Olivine
0,40,289,0,0,199,5,Olivine
0,0,294,2,0,202,4,Olivine
1,0,292,0,0,206,3,Olivine
0,0,303,0,0,172,8,Olivine
0,83,280,1,0,210,1,Olivine
0,0,265,0,0,197,4,Olivine
1,174,272,1,0,202,0,Olivine
0,65,286,0,0,196,4,Olivine
1,0,238,2,0,171,4,Olivine
0,132,191,0,0,173,4,Olivine
0,0,234,0,0,177,2,Olivine
0,152,261,0,0,195,0,Olivine
0,0,231,0,0,202,2,Olivine
0,88,251,0,0,188,5,Olivine
0,0,220,0,0,174,1,Olivine
0,60,220,0,0,181,1,Olivine
0,0,259,1,0,191,3,Olivine
0,0,215,0,0,178,3,Olivine
0,266,0,0,0,153,4,Olivine
0,260,0,0,0,145,4,Olivine
0,293,4,3,0,146,4,Olivine
0,319,27,0,0,162,3,Olivine
0,356,3,0,0,149,5,Olivine
0,247,9,1,0,137,0,Olivine
0,86,1,0,0,173,4,Olivine
0,179,0,0,0,141,2,Olivine
0,52,24,1,0,153,4,Olivine
2,56,0,1,0,141,3,Olivine
1,212,279,0,0,207,4,Olivine
0,29,311,0,0,197,0,Olivine
0,48,288,0,0,196,1,Olivine
1,193,293,0,0,216,2,Olivine
0,140,278,0,0,195,5,Olivine
0,0,304,0,0,216,1,Olivine
1,0,271,0,0,208,3,Olivine
1,171,287,1,0,217,7,Olivine
1,302,297,0,0,196,0,Olivine
1,322,283,3,0,204,5,Olivine
0,149,101,0,0,170,5,Olivine
0,138,117,0,0,159,5,Olivine
0,63,99,0,0,170,5,Olivine
0,183,131,0,0,153,3,Olivine
0,0,102,0,0,159,1,Olivine
1,65,92,1,0,128,6,Olivine
0,153,123,1,0,171,7,Olivine
0,105,116,1,0,171,1,Olivine
0,254,92,0,0,172,3,Olivine
2,103,95,1,0,145,0,Olivine
0,20,0,1,0,149,0,Olivine
0,205,28,1,0,121,5,Olivine
0,252,14,0,0,128,4,Olivine
0,98,3,0,0,146,0,Olivine
0,118,1,2,0,133,6,Olivine
1,275,0,1,0,129,4,Olivine
1,125,0,0,0,136,3,Olivine
0,80,13,3,0,157,3,Olivine
0,251,0,0,0,147,6,Olivine
0,125,8,0,0,131,6,Olivine
0,0,271,0,0,196,0,Olivine
0,227,265,3,0,207,1,Olivine
0,0,259,0,0,192,1,Olivine
0,0,242,0,0,206,2,Olivine
0,93,255,0,0,195,1,Olivine
0,46,275,0,0,189,4,Olivine
0,0,251,0,0,167,1,Olivine
0,87,257,3,0,192,4,Olivine
0,0,272,1,0,188,3,Olivine
0,140,248,0,0,192,5,Olivine
0,136,41,1,0,131,1,Olivine
0,33,31,0,0,143,6,Olivine
0,167,28,0,0,141,4,Olivine
1,40,37,0,0,145,0,Olivine
0,105,40,1,0,153,3,Olivine
2,215,43,1,0,161,6,Olivine
0,183,35,0,0,138,5,Olivine
0,117,32,3,0,144,0,Olivine
2,47,48,1,0,147,2,Olivine
0,398,31,0,0,139,4,Olivine
1,34,271,2,0,194,5,Olivine
0,3,252,2,0,200,5,Olivine
0,107,299,1,0,201,5,Olivine
0,34,254,0,0,197,7,Olivine
0,0,237,4,0,186,4,Olivine
1,62,255,0,0,200,7,Olivine
0,70,264,0,0,189,0,Olivine
1,94,277,1,0,191,3,Olivine
1,0,280,1,0,190,3,Olivine
1,113,271,0,0,177,3,Olivine
1,39,259,0,0,218,8,Olivine
1,0,260,0,0,177,2,Olivine
0,48,285,0,0,208,2,Olivine
1,16,252,0,0,189,0,Olivine
0,0,268,0,0,203,5,Olivine
0,58,275,0,0,204,0,Olivine
0,0,277,0,0,200,0,Olivine
0,80,236,0,0,196,6,Olivine
0,0,268,0,0,195,3,Olivine
0,0,267,1,0,206,3,Olivine
1,0,192,1,0,180,6,Olivine
0,0,183,0,0,190,1,Olivine
0,0,195,0,0,174,4,Olivine
0,216,216,0,0,190,3,Olivine
0,46,220,1,0,187,0,Olivine
0,177,210,2,0,191,3,Olivine
0,0,217,0,0,183,3,Olivine
0,0,204,0,0,183,3,Olivine
1,48,197,0,0,185,1,Olivine
0,0,215,2,0,205,4,Olivine
0,25,178,1,0,184,4,Olivine
0,268,205,0,0,177,7,Olivine
1,62,209,0,0,189,0,Olivine
0,109,183,0,0,174,5,Olivine
1,215,193,0,0,191,4,Olivine
0,0,194,0,0,180,1,Olivine
0,237,209,0,0,172,4,Olivine
0,0,164,1,0,159,0,Olivine
0,43,183,1,0,149,3,Olivine
0,149,183,3,0,191,2,Olivine
0,0,225,0,0,174,1,Olivine
0,0,191,2,0,164,5,Olivine
1,58,175,0,0,189,9,Olivine
1,71,227,0,0,172,4,Olivine
0,0,195,0,0,182,5,Olivine
0,0,189,0,0,196,4,Olivine
0,126,225,2,0,201,5,Olivine
0,0,210,0,0,174,4,Olivine
0,105,208,0,0,171,5,Olivine
0,104,191,1,0,186,3,Olivine
0,273,10,2,0,139,4,Olivine
0,176,23,0,0,150,7,Olivine
0,263,25,1,0,151,4,Olivine
0,213,18,1,0,147,3,Olivine
0,80,34,0,0,141,4,Olivine
0,22,1,0,0,139,4,Olivine
0,63,17,0,0,152,9,Olivine
0,201,8,1,0,145,1,Olivine
0,120,5,0,0,135,5,Olivine
0,193,33,1,0,133,0,Olivine
0,86,57,0,0,157,4,Olivine
1,154,39,0,0,125,2,Olivine
0,90,66,0,0,148,4,Olivine
0,0,45,0,0,148,2,Olivine
0,125,73,0,0,155,3,Olivine
1,166,49,4,0,166,1,Olivine
1,280,44,0,0,146,1,Olivine
0,181,67,0,0,141,0,Olivine
0,135,79,0,0,177,2,Olivine
0,182,62,0,0,163,1,Olivine
0,0,212,0,0,193,0,Olivine
0,76,215,0,0,198,3,Olivine
0,188,215,1,0,212,5,Olivine
0,39,231,0,0,193,5,Olivine
2,0,224,0,0,210,5,Olivine
0,167,202,0,0,188,5,Olivine
0,167,214,0,0,177,5,Olivine
0,22,209,3,0,190,4,Olivine
0,0,222,0,0,179,2,Olivine
0,0,241,1,0,186,5,Olivine
1,63,96,0,0,163,5,Olivine
1,188,96,2,0,178,4,Olivine
0,206,135,2,0,142,4,Olivine
0,206,135,0,0,155,2,Olivine
0,9,104,0,0,170,6,Olivine
0,114,109,2,0,156,7,Olivine
0,158,107,3,0,158,4,Olivine
0,75,106,1,0,135,3,Olivine
0,71,111,0,0,148,2,Olivine
1,269,118,1,0,159,2,Olivine
0,21,230,0,0,213,0,Olivine
1,124,214,1,0,166,3,Olivine
0,182,217,3,0,183,7,Olivine
1,120,215,0,0,200,0,Olivine
0,0,213,0,0,216,6,Olivine
0,35,199,0,0,168,2,Olivine
0,0,201,3,0,184,1,Olivine
0,0,202,0,0,183,4,Olivine
1,42,225,0,0,184,0,Olivine
0,0,216,2,0,207,7,Olivine
0,49,95,0,0,163,1,Olivine
0,0,110,0,0,170,1,Olivine
0,50,97,0,0,152,2,Olivine
0,106,90,0,0,158,3,Olivine
1,47,90,2,0,180,1,Olivine
1,96,127,0,0,182,2,Olivine
0,0,107,1,0,159,6,Olivine
0,164,98,2,0,157,3,Olivine
0,103,113,0,0,148,5,Olivine
0,155,95,2,0,136,1,Olivine
0,0,168,1,0,183,0,Olivine
0,0,175,0,0,152,4,Olivine
0,256,149,0,0,179,3,Olivine
0,118,180,3,0,173,1,Olivine
0,78,149,0,0,189,2,Olivine
1,0,148,0,0,165,4,Olivine
0,209,159,0,0,187,3,Olivine
0,199,120,1,0,196,6,Olivine
1,43,142,0,0,168,0,Olivine
0,170,184,2,0,177,2,Olivine
0,0,151,0,0,182,2,Olivine
0,0,148,0,0,169,2,Olivine
0,0,137,0,0,168,2,Olivine
0,100,132,0,0,161,8,Olivine
0,24,137,3,0,175,4,Olivine
1,164,143,0,0,181,7,Olivine
0,92,146,2,0,186,1,Olivine
0,0,135,3,0,187,4,Olivine
0,0,161,0,0,172,4,Olivine
0,0,162,1,0,171,5,Olivine
0,248,264,1,0,212,1,Olivine
0,0,245,1,0,182,3,Olivine
0,1,233,0,0,219,4,Olivine
0,23,255,0,0,212,3,Olivine
0,22,237,0,0,183,7,Olivine
1,0,227,0,0,190,7,Olivine
0,165,260,1,0,196,1,Olivine
0,47,261,0,0,186,3,Olivine
0,138,247,0,0,208,6,Olivine
0,165,254,1,0,200,5,Olivine
0,66,228,0,0,201,3,Olivine
0,282,241,0,0,176,4,Olivine
0,0,227,0,0,188,6,Olivine
0,90,207,0,0,206,8,Olivine
0,0,238,0,0,166,2,Olivine
0,224,228,2,0,197,6,Olivine
0,99,252,1,0,198,1,Olivine
0,0,230,0,0,184,6,Olivine
0,0,245,0,0,182,4,Olivine
0,0,228,0,0,197,0,Olivine
0,76,222,0,0,181,2,Olivine
0,95,223,0,0,199,1,Olivine
0,110,217,0,0,176,1,Olivine
0,0,216,0,0,185,4,Olivine
0,16,204,0,0,192,7,Olivine
0,120,220,0,0,186,3,Olivine
2,99,233,0,0,194,4,Olivine
2,0,227,0,0,161,5,Olivine
0,27,238,0,0,165,0,Olivine
0,135,205,0,0,174,4,Olivine
0,0,300,0,0,185,9,Olivine
0,157,310,0,0,203,1,Olivine
1,0,302,0,0,176,3,Olivine
0,0,258,0,0,213,4,Olivine
0,157,278,0,0,204,3,Olivine
0,38,291,0,0,193,0,Olivine
0,71,303,3,0,219,3,Olivine
0,120,257,2,0,213,4,Olivine
0,0,284,0,0,183,4,Olivine
0,43,289,0,0,206,2,Olivine
0,0,126,1,0,159,3,Olivine
0,92,144,0,0,154,6,Olivine
0,0,141,0,0,154,4,Olivine
0,103,138,1,0,180,2,Olivine
0,0,123,0,0,180,6,Olivine
0,0,172,0,0,166,0,Olivine
0,138,151,0,0,167,5,Olivine
0,211,160,1,0,180,2,Olivine
0,0,142,0,0,141,1,Olivine
1,37,179,0,0,195,5,Olivine
0,0,236,3,0,219,9,Olivine
0,0,240,2,0,188,0,Olivine
1,228,230,0,0,195,1,Olivine
0,0,241,0,0,190,0,Olivine
1,0,245,0,0,185,10,Olivine
0,128,233,0,0,184,3,Olivine
0,65,267,1,0,172,6,Olivine
0,0,234,1,0,189,6,Olivine
0,169,218,0,0,190,4,Olivine
0,0,234,0,0,211,2,Olivine
0,0,136,0,0,161,5,Olivine
0,248,151,0,0,171,4,Olivine
0,150,146,3,0,180,2,Olivine
0,255,141,0,0,167,0,Olivine
0,203,138,1,0,162,5,Olivine
0,14,134,0,0,167,3,Olivine
0,246,146,0,0,157,4,Olivine
1,134,129,0,0,156,2,Olivine
1,0,142,0,0,147,4,Olivine
0,142,148,0,0,167,3,Olivine
1,110,18,2,0,124,3,Olivine
0,110,18,0,0,149,0,Olivine
1,33,0,1,0,168,2,Olivine
2,333,19,1,0,151,4,Olivine
2,162,4,0,0,137,5,Olivine
0,282,25,1,0,130,1,Olivine
2,307,0,1,0,134,5,Olivine
0,55,16,0,0,139,4,Olivine
0,29,8,0,0,132,3,Olivine
0,265,5,0,0,148,3,Olivine
0,58,264,0,0,224,3,Olivine
0,27,280,0,0,201,3,Olivine
1,0,301,0,0,231,0,Olivine
0,0,293,0,0,202,0,Olivine
0,0,297,0,0,218,4,Olivine
0,28,289,0,0,220,4,Olivine
0,172,278,0,0,203,6,Olivine
0,0,305,0,0,188,0,Olivine
0,115,277,0,0,180,3,Olivine
0,50,271,0,0,206,1,Olivine
0,0,169,1,0,157,4,Olivine
0,0,176,0,0,185,3,Olivine
0,0,204,0,0,185,5,Olivine
0,201,178,1,0,182,5,Olivine
0,0,175,0,0,173,8,Olivine
0,204,176,3,0,168,6,Olivine
0,0,154,0,0,180,4,Olivine
1,133,164,1,0,185,1,Olivine
0,116,168,4,0,164,5,Olivine
0,44,190,2,0,181,2,Olivine
0,247,179,0,0,160,5,Olivine
0,0,176,0,0,171,1,Olivine
0,342,164,1,0,170,2,Olivine
0,116,181,1,0,185,5,Olivine
1,116,187,2,0,146,0,Olivine
0,150,152,0,0,178,4,Olivine
0,0,167,0,0,178,1,Olivine
0,3,161,0,0,207,5,Olivine
0,0,157,2,0,193,5,Olivine
0,0,168,0,0,167,2,Olivine
0,83,97,0,0,156,1,Olivine
0,227,118,1,0,177,5,Olivine
0,84,117,2,0,153,6,Olivine
0,107,123,0,0,173,1,Olivine
0,71,81,0,0,165,2,Olivine
0,90,100,1,0,174,6,Olivine
0,108,104,0,0,141,6,Olivine
0,63,81,0,0,171,5,Olivine
0,143,82,0,0,160,2,Olivine
1,0,89,0,0,148,8,Olivine
1,62,152,0,0,177,3,Olivine
1,48,170,2,0,161,5,Olivine
0,227,178,0,0,171,4,Olivine
0,0,176,2,0,171,1,Olivine
0,270,171,0,0,165,6,Olivine
0,5,181,1,0,176,3,Olivine
0,145,168,0,0,176,5,Olivine
0,211,179,0,0,188,1,Olivine
1,0,171,0,0,181,0,Olivine
0,0,180,0,0,171,6,Olivine
0,129,26,0,0,138,2,Olivine
0,251,3,0,0,151,2,Olivine
1,209,16,0,0,155,4,Olivine
0,0,0,1,0,137,1,Olivine
0,0,1,1,0,150,4,Olivine
1,44,10,0,0,122,3,Olivine
2,133,0,1,0,122,3,Olivine
0,118,0,0,0,131,2,Olivine
0,208,35,3,0,136,3,Olivine
0,67,0,0,0,154,4,Olivine
0,149,106,0,0,146,0,Olivine
0,0,79,2,0,161,1,Olivine
0,131,94,1,0,153,1,Olivine
0,238,76,0,0,165,5,Olivine
1,179,96,1,0,166,5,Olivine
0,61,99,0,0,152,3,Olivine
1,287,102,0,0,154,6,Olivine
1,44,90,1,0,174,3,Olivine
0,63,107,1,0,174,1,Olivine
0,162,93,0,0,156,5,Olivine
0,211,38,0,0,162,6,Olivine
0,272,36,0,0,161,3,Olivine
0,66,48,0,0,148,1,Olivine
1,171,36,0,0,149,4,Olivine
0,161,54,2,0,153,0,Olivine
0,169,35,3,0,166,3,Olivine
0,150,52,1,0,145,0,Olivine
0,67,50,2,0,153,4,Olivine
0,103,28,1,0,166,1,Olivine
0,203,32,0,0,167,3,Olivine
0,74,118,0,0,156,4,Olivine
0,0,106,0,0,154,3,Olivine
0,33,96,0,0,167,7,Olivine
0,182,120,0,0,143,4,Olivine
0,75,119,2,0,164,7,Olivine
0,81,84,1,0,152,4,Olivine
0,50,90,0,0,167,2,Olivine
0,42,104,0,0,157,2,Olivine
0,50,107,0,0,185,5,Olivine
1,252,105,1,0,168,0,Olivine
0,285,103,0,0,194,3,Olivine
1,105,111,0,0,177,4,Olivine
0,0,99,0,0,156,6,Olivine
0,177,104,0,0,164,1,Olivine
0,71,119,0,0,150,3,Olivine
0,60,107,0,0,185,3,Olivine
0,0,101,0,0,167,4,Olivine
1,120,118,0,0,164,8,Olivine
0,22,129,2,0,158,4,Olivine
0,0,133,0,0,148,5,Olivine
0,226,39,0,0,153,5,Olivine
0,87,29,0,0,147,4,Olivine
0,161,52,0,0,152,5,Olivine
0,10,43,0,0,141,3,Olivine
0,230,26,0,0,153,5,Olivine
0,154,27,0,0,146,2,Olivine
0,190,27,0,0,116,5,Olivine
1,199,28,0,0,153,0,Olivine
1,319,67,0,0,157,5,Olivine
0,244,33,1,0,155,3,Olivine
0,142,227,1,0,209,6,Olivine
1,0,220,0,0,203,0,Olivine
0,165,223,1,0,178,5,Olivine
0,0,206,2,0,192,3,Olivine
0,0,225,0,0,182,2,Olivine
0,80,220,2,0,204,1,Olivine
0,179,244,0,0,202,2,Olivine
1,124,242,0,0,183,4,Olivine
0,0,213,0,0,190,0,Olivine
0,104,238,0,0,188,1,Olivine
0,137,91,1,0,166,4,Olivine
0,368,71,0,0,176,6,Olivine
0,301,96,1,0,176,3,Olivine
0,224,95,0,0,163,4,Olivine
0,204,61,0,0,165,3,Olivine
1,160,98,0,0,161,3,Olivine
0,218,82,1,0,143,0,Olivine
0,102,74,1,0,168,0,Olivine
0,120,68,1,0,154,5,Olivine
1,94,68,0,0,154,5,Olivine
0,56,190,0,0,191,8,Olivine
0,0,207,0,0,182,0,Olivine
0,125,194,0,0,204,3,Olivine
1,0,195,0,0,211,5,Olivine
0,59,205,1,0,199,3,Olivine
1,291,217,0,0,165,2,Olivine
0,0,184,0,0,210,1,Olivine
0,0,182,0,0,201,3,Olivine
0,5,195,0,0,196,1,Olivine
0,46,198,2,0,173,1,Olivine
0,0,59,0,0,142,4,Olivine
0,0,64,0,0,157,6,Olivine
0,223,53,0,0,149,3,Olivine
0,0,63,0,0,132,5,Olivine
1,286,49,0,0,155,0,Olivine
0,20,42,0,0,150,6,Olivine
0,99,48,0,0,153,7,Olivine
0,0,67,0,0,165,0,Olivine
0,162,27,0,0,160,4,Olivine
0,219,56,1,0,137,7,Olivine
0,161,235,0,0,211,1,Olivine
0,0,207,0,0,203,5,Olivine
1,257,236,1,0,194,5,Olivine
0,96,230,0,0,169,3,Olivine
0,141,234,1,0,195,5,Olivine
0,13,226,0,0,178,4,Olivine
0,0,232,0,0,167,5,Olivine
0,227,208,0,0,163,0,Olivine
2,89,225,0,0,196,1,Olivine
0,0,213,0,0,177,0,Olivine
0,174,15,3,0,132,5,Olivine
0,224,13,0,0,135,0,Olivine
0,173,24,0,0,144,1,Olivine
0,47,3,2,0,151,5,Olivine
0,117,2,0,0,171,4,Olivine
1,205,26,0,0,131,6,Olivine
0,367,35,0,0,141,4,Olivine
1,291,5,0,0,123,2,Olivine
0,141,20,1,0,121,4,Olivine
0,115,12,0,0,133,5,Olivine
1,2,216,0,0,169,3,Olivine
0,60,210,0,0,192,0,Olivine
0,82,207,0,0,154,1,Olivine
0,14,200,1,0,164,2,Olivine
0,24,220,1,0,178,4,Olivine
0,141,213,1,0,189,4,Olivine
1,98,189,0,0,186,4,Olivine
0,86,181,0,0,173,1,Olivine
1,0,182,0,0,188,4,Olivine
0,22,231,1,0,171,1,Olivine
0,40,264,0,0,202,4,Olivine
0,133,257,1,0,187,2,Olivine
0,205,252,1,0,182,2,Olivine
0,26,270,0,0,209,4,Olivine
1,39,254,1,0,156,2,Olivine
0,61,273,1,0,202,3,Olivine
0,0,241,2,0,213,3,Olivine
0,131,245,0,0,219,3,Olivine
0,98,279,0,0,200,5,Olivine
0,0,234,0,0,200,0,Olivine
1,100,252,0,0,203,4,Olivine
0,66,250,0,0,169,3,Olivine
0,82,229,0,0,186,0,Olivine
0,82,239,0,0,193,5,Olivine
0,0,269,3,0,189,4,Olivine
0,0,228,2,0,184,4,Olivine
0,38,230,1,0,208,2,Olivine
0,35,252,0,0,201,3,Olivine
0,23,269,0,0,187,7,Olivine
1,32,246,2,0,181,8,Olivine
1,80,86,0,0,161,3,Olivine
0,89,65,0,0,159,6,Olivine
0,102,69,0,0,164,1,Olivine
0,89,81,0,0,145,2,Olivine
0,295,55,0,0,164,0,Olivine
0,210,80,0,0,156,4,Olivine
1,0,77,0,0,148,4,Olivine
0,153,62,0,0,152,4,Olivine
1,213,71,0,0,185,3,Olivine
0,138,71,2,0,152,3,Olivine
0,0,126,0,0,177,6,Olivine
0,0,136,4,0,164,2,Olivine
0,15,150,0,0,169,2,Olivine
0,109,126,0,0,191,2,Olivine
1,155,127,1,0,181,4,Olivine
0,214,154,1,0,149,0,Olivine
0,167,123,0,0,165,4,Olivine
0,0,155,0,0,168,4,Olivine
0,122,118,1,0,191,7,Olivine
0,129,116,1,0,167,2,Olivine
0,127,272,0,0,194,6,Olivine
0,0,278,0,0,208,3,Olivine
1,0,284,0,0,200,5,Olivine
0,74,284,0,0,209,4,Olivine
0,24,291,2,0,221,6,Olivine
0,155,274,0,0,203,3,Olivine
1,0,278,0,0,182,2,Olivine
1,244,277,0,0,212,2,Olivine
0,0,257,2,0,208,3,Olivine
0,0,273,1,0,190,4,Olivine
0,182,38,1,0,133,3,Olivine
1,43,71,3,0,148,2,Olivine
0,116,60,1,0,163,5,Olivine
0,46,69,0,0,148,8,Olivine
0,167,11,0,0,135,2,Olivine
1,206,26,1,0,177,1,Olivine
0,233,41,0,0,154,5,Olivine
0,174,23,0,0,148,0,Olivine
1,300,62,0,0,146,2,Olivine
0,93,43,2,0,153,4,Olivine
0,126,167,0,0,169,0,Olivine
0,44,187,2,0,186,4,Olivine
0,164,191,2,0,167,3,Olivine
1,40,186,0,0,184,5,Olivine
0,195,192,0,0,169,7,Olivine
1,60,158,0,0,173,5,Olivine
1,0,187,2,0,182,1,Olivine
0,109,201,1,0,185,3,Olivine
0,0,190,1,0,191,5,Olivine
0,103,199,0,0,197,5,Olivine
0,0,150,0,0,190,6,Olivine
1,95,135,2,0,166,3,Olivine
0,113,156,2,0,186,0,Olivine
1,149,139,1,0,145,1,Olivine
0,158,149,0,0,178,6,Olivine
0,32,132,0,0,167,5,Olivine
0,168,139,0,0,158,2,Olivine
0,50,157,1,0,183,2,Olivine
0,196,129,0,0,162,0,Olivine
0,106,148,0,0,159,0,Olivine
0,70,214,0,0,199,5,Olivine
0,0,204,3,0,180,2,Olivine
0,191,218,2,0,178,2,Olivine
0,0,224,0,0,186,4,Olivine
0,151,222,0,0,168,3,Olivine
0,0,198,0,0,197,1,Olivine
1,112,226,4,0,184,1,Olivine
0,0,219,3,0,195,6,Olivine
0,118,224,0,0,182,3,Olivine
0,123,214,0,0,171,3,Olivine
0,282,39,0,0,131,7,Olivine
0,251,37,0,0,166,0,Olivine
0,162,40,0,0,141,4,Olivine
0,225,54,0,0,123,2,Olivine
0,113,39,1,0,147,0,Olivine
0,251,36,0,0,155,0,Olivine
0,32,32,0,0,140,5,Olivine
0,118,32,0,0,135,1,Olivine
0,106,16,0,0,114,1,Olivine
0,323,16,2,0,145,6,Olivine
1,275,107,2,0,170,5,Olivine
0,212,73,0,0,157,2,Olivine
0,142,85,0,0,166,5,Olivine
0,0,57,3,0,157,3,Olivine
0,0,82,1,0,135,3,Olivine
0,9,78,0,0,160,6,Olivine
1,267,65,3,0,147,1,Olivine
1,120,80,0,0,160,6,Olivine
0,71,104,0,0,146,10,Olivine
0,166,90,0,0,161,8,Olivine
0,339,146,0,0,179,3,Olivine
0,36,124,0,0,182,5,Olivine
0,16,111,0,0,169,3,Olivine
0,52,112,0,0,193,4,Olivine
0,128,126,2,0,193,5,Olivine
0,38,134,0,0,182,5,Olivine
0,102,115,0,0,160,6,Olivine
0,86,138,1,0,183,0,Olivine
0,37,120,1,0,161,4,Olivine
0,212,135,1,0,140,2,Olivine
1,112,135,0,0,183,2,Olivine
0,50,115,0,0,178,5,Olivine
0,174,134,0,0,182,2,Olivine
0,116,117,0,0,154,5,Olivine
0,66,106,1,0,160,4,Olivine
0,168,140,2,0,153,3,Olivine
0,46,99,1,0,177,0,Olivine
0,199,127,1,0,153,5,Olivine
0,157,110,0,0,139,2,Olivine
0,0,118,0,0,169,1,Olivine
0,0,288,4,0,197,3,Olivine
0,40,312,0,0,208,5,Olivine
0,0,282,0,0,199,6,Olivine
1,36,295,0,0,214,1,Olivine
1,0,297,1,0,195,0,Olivine
0,37,267,1,0,189,4,Olivine
0,96,277,0,0,211,2,Olivine
0,0,282,2,0,209,2,Olivine
1,0,285,1,0,214,1,Olivine
0,0,290,0,0,181,4,Olivine
1,0,244,0,0,219,4,Olivine
0,0,230,0,0,190,4,Olivine
0,137,235,0,0,191,3,Olivine
0,0,235,0,0,197,1,Olivine
0,134,248,0,0,181,7,Olivine
0,3,215,1,0,175,0,Olivine
1,0,221,0,0,199,6,Olivine
0,0,230,0,0,201,3,Olivine
1,0,224,1,0,164,1,Olivine
0,0,231,3,0,191,8,Olivine
0,167,217,0,0,175,4,Olivine
0,0,239,0,0,192,3,Olivine
0,63,270,0,0,189,3,Olivine
0,91,265,0,0,190,1,Olivine
0,0,253,0,0,182,6,Olivine
0,164,257,0,0,172,0,Olivine
0,0,250,0,0,170,1,Olivine
0,0,250,0,0,178,7,Olivine
0,77,255,0,0,197,1,Olivine
0,86,249,0,0,199,4,Olivine
0,206,161,1,0,169,3,Olivine
0,66,133,0,0,174,4,Olivine
0,25,134,2,0,175,6,Olivine
0,0,117,2,0,167,0,Olivine
0,219,135,1,0,173,9,Olivine
0,0,134,0,0,175,2,Olivine
0,227,123,1,0,174,3,Olivine
1,196,138,0,0,187,4,Olivine
0,0,113,0,0,174,0,Olivine
0,230,142,0,0,167,5,Olivine
1,83,177,0,0,170,9,Olivine
0,50,185,0,0,187,1,Olivine
0,265,196,0,0,193,4,Olivine
1,177,168,0,0,175,1,Olivine
0,0,199,1,0,148,2,Olivine
0,0,192,2,0,180,2,Olivine
0,0,213,1,0,168,3,Olivine
0,53,194,2,0,182,0,Olivine
0,129,213,1,0,191,6,Olivine
0,105,166,0,0,182,0,Olivine
0,351,83,0,0,146,4,Olivine
0,311,60,0,0,142,4,Olivine
0,112,78,1,0,177,1,Olivine
0,0,74,0,0,151,3,Olivine
0,44,83,0,0,158,4,Olivine
0,290,102,1,0,186,1,Olivine
0,153,73,0,0,166,6,Olivine
1,0,86,0,0,165,4,Olivine
0,63,75,0,0,153,1,Olivine
1,203,73,0,0,146,2,Olivine
0,89,327,0,0,204,2,Olivine
0,55,295,2,0,212,2,Olivine
0,105,282,2,0,173,5,Olivine
0,0,288,0,0,214,0,Olivine
0,102,271,1,0,205,5,Olivine
1,100,276,0,0,216,4,Olivine
0,0,278,3,0,205,5,Olivine
0,77,303,1,0,199,3,Olivine
0,0,273,0,0,191,4,Olivine
1,0,297,0,0,164,3,Olivine
0,0,0,0,0,145,1,Olivine
0,276,26,1,0,136,0,Olivine
0,249,21,1,0,157,2,Olivine
0,184,42,3,0,141,2,Olivine
0,225,34,0,0,132,1,Olivine
0,271,26,0,0,142,3,Olivine
0,97,36,1,0,152,3,Olivine
0,117,32,0,0,148,4,Olivine
1,270,40,0,0,156,4,Olivine
0,24,34,1,0,162,5,Olivine
0,53,80,0,0,141,3,Olivine
0,33,42,0,0,180,0,Olivine
1,134,62,0,0,165,3,Olivine
0,270,34,0,0,173,3,Olivine
0,97,69,0,0,142,4,Olivine
0,193,72,0,0,158,8,Olivine
0,0,63,0,0,148,0,Olivine
0,239,48,0,0,142,3,Olivine
0,107,46,1,0,148,2,Olivine
0,88,28,0,0,170,2,Olivine
1,218,46,0,0,131,3,Olivine
0,161,57,2,0,169,4,Olivine
0,223,67,0,0,139,5,Olivine
1,303,57,1,0,149,2,Olivine
1,169,64,0,0,172,4,Olivine
0,152,80,0,0,161,5,Olivine
0,165,67,0,0,177,0,Olivine
0,0,56,0,0,129,2,Olivine
0,0,66,0,0,150,2,Olivine
1,216,69,0,0,136,2,Olivine
0,189,26,0,0,122,8,Olivine
0,285,15,0,0,160,6,Olivine
0,53,39,1,0,134,5,Olivine
0,200,28,0,0,148,6,Olivine
0,257,43,2,0,180,1,Olivine
0,174,65,1,0,156,0,Olivine
1,0,20,0,0,151,4,Olivine
0,47,40,0,0,163,4,Olivine
0,76,73,0,0,141,3,Olivine
0,231,30,0,0,131,2,Olivine
0,60,225,0,0,185,0,Olivine
1,210,186,0,0,183,1,Olivine
0,0,210,0,0,198,3,Olivine
0,251,189,0,0,197,2,Olivine
